n,Budget,MaxValue,MaxValueDP,MaxValueDP Running Time,2-Approximation,2-Approximation Running Time,MinCostDP,MinCostDP Running Time,FPTAS,FPTAS Running Time
410,82009,999,150304,88394471,150245,75346,150304,366265566,150172,245738586
410,103685,999,164025,148821358,163971,90854,164025,353597656,163859,250102587
410,130706,1000,191284,155216230,191281,84392,191284,339245482,191106,243713901
410,99470,995,167777,114599403,167777,70933,167777,316006288,167621,241707250
410,59158,997,125959,79209903,125947,81181,125959,333136512,125833,259552504
410,172367,1000,209305,212131817,209295,71913,209305,320667067,209087,247485765
410,113211,994,183734,138077517,183698,74814,183734,314547652,183562,250857711
410,155071,990,191623,185213324,191623,72077,191623,308937817,191434,241095124
410,116601,1000,176910,135766253,176873,106860,176910,319086883,176740,246237889
410,11337,1000,54157,11844776,54093,65909,54157,356401145,54112,383031959
410,166451,991,201405,187288257,201349,76878,201405,371670695,201194,335782687
410,1082,1000,19768,1038570,19592,75957,19768,329454798,19750,285595171
410,184545,1000,197859,210254545,197845,72778,197859,437917246,197634,333374494
410,21059,998,74649,22725460,74583,76091,74649,317620121,74589,298084472
410,71543,1000,141735,77400751,141624,76621,141735,370033803,141613,242812760
410,40073,1000,110523,43020743,110462,69959,110523,337306942,110426,382213028
410,133839,1000,188046,203938606,187975,74827,188046,360339995,187857,263456175
410,61406,1000,118645,68002541,118611,77418,118645,355458623,118537,341034022
410,25148,1000,81306,26515829,81306,66941,81306,317857262,81234,290260871
410,65876,996,134377,70911731,134377,72146,134377,425042737,134263,280717645
410,163582,1000,205804,224838391,205804,74779,205804,310349967,205591,235923964
410,151912,999,198046,166155519,198036,71923,198046,298924386,197838,290190304
410,81315,997,148690,97016155,148690,70878,148690,369747366,148556,236850851
410,159169,998,202508,181010343,202477,75200,202508,303933634,202304,294249765
410,125949,999,177191,141580040,177191,72360,177191,397472263,177010,386125818
410,43765,999,116674,46825263,116668,73828,116674,372880787,116561,250134024
420,114976,1000,176459,137442908,176388,76377,176459,325967443,176291,254940934
420,163087,999,210398,186647873,210356,75032,210398,405528725,210190,452172835
420,11163,1000,57490,11943623,57490,80130,57490,344924714,57439,333641189
420,36044,999,105373,39385848,105370,69209,105373,392865719,105276,270132564
420,105928,998,164357,121803944,164318,73098,164357,331321303,164213,254623045
420,157049,998,206512,179575127,206512,74852,206512,399770721,206305,415638551
420,176034,1000,210602,204775251,210598,74776,210602,376336050,210386,347795280
420,113999,999,173663,173587708,173638,79123,173663,336549409,173496,274812758
420,123169,998,178819,154139747,178786,80374,178819,336573297,178639,261989446
420,143891,997,187460,164705796,187450,74288,187460,322072210,187274,305476467
420,106354,998,171472,118046065,171444,81437,171472,599657210,171311,293334816
420,114381,1000,183489,126215444,183411,74094,183489,378014280,183332,355166246
420,26540,1000,89533,28681770,89522,72200,89533,319091270,89461,299880136
420,40567,999,103081,43488887,103067,72012,103081,389327622,102989,405221442
420,48323,1000,117199,52939877,117140,71399,117199,336418389,117107,261727752
420,34768,994,102520,39797912,102503,79073,102520,335750811,102434,259664847
420,101434,997,165466,118789966,165466,91004,165466,329664166,165313,259680353
420,102243,999,164915,116259372,164912,74605,164915,319828031,164755,326833072
420,78097,998,148843,86498061,148843,110947,148843,376532955,148702,327476276
420,7368,995,47717,8005004,47679,69825,47717,400401343,47674,266703758
420,86480,1000,154926,109473841,154877,76363,154926,343679293,154791,268963956
420,59435,998,128135,77233176,128095,74043,128135,343704089,128014,272946089
420,184618,1000,199591,223209241,199582,86303,199591,322888384,199373,314229155
420,198398,1000,209361,225712951,209343,73461,209361,513397358,209132,349832865
420,18099,999,74299,19521330,74293,68225,74299,399767826,74229,404403299
420,158195,1000,209490,179707218,209474,94109,209490,391977719,209294,351078449
420,67482,1000,134160,74449881,134160,83376,134160,385324172,134046,401441331
420,134971,1000,198941,214598767,198893,75882,198941,374558490,198758,261648857
420,27777,1000,86443,29830243,86417,70617,86443,352733460,86371,355237634
420,94901,997,160018,105114589,159934,72185,160018,366519911,159870,392409398
420,121055,1000,179515,190867009,179515,82484,179515,373500484,179352,259291353
420,103163,996,167727,119035633,167719,74283,167727,323948625,167572,257610165
420,214124,1000,203602,242944289,203602,77645,203602,380951200,203358,354802650
420,100693,1000,166099,112858827,166020,77906,166099,372917448,165944,411660034
420,20879,997,73915,22803215,73865,70190,73915,445284569,73851,355295517
420,147073,997,194965,166583318,194937,74369,194965,361321731,194784,398558484
420,81497,998,155454,90162838,155401,80743,155454,420891145,155314,358272115
420,3515,1000,29514,3654004,29468,89332,29514,409264868,29488,413442152
420,114107,996,171350,125746679,171318,72842,171350,405836487,171183,352019506
420,114932,996,173541,129301350,173500,75332,173541,373846209,173379,360221726
420,136071,998,185641,243270569,185583,75859,185641,337818799,185471,271375788
420,129867,999,191172,154000248,191160,76661,191172,334101620,190995,321267458
420,193050,999,213509,216472995,213500,74047,213509,435335938,213279,348672088
420,164163,996,215535,182802413,215468,74122,215535,350768692,215317,395786625
420,206804,1000,228954,288235002,228954,84780,228954,360442407,228716,307851933
420,41500,1000,109905,45003006,109890,73308,109905,387108692,109808,332273582
420,145610,1000,201051,163230291,201026,74690,201051,455361927,200855,355342211
420,141577,1000,186647,156303303,186638,74495,186647,366274336,186475,350252596
420,146139,1000,198415,209864480,198415,75527,198415,335741840,198240,272721552
420,135682,1000,180353,162065712,180298,79838,180353,333140671,180183,322947761
420,207978,993,194699,232678169,194699,74212,194699,453425167,194461,355250460
420,194015,999,216081,264979245,216080,80959,216081,329386359,215844,260520007
420,174039,1000,201522,203428910,201522,78505,201522,315187433,201305,303168928
420,108119,1000,173282,119867373,173228,79931,173282,464431209,173138,410885916
420,79279,999,155068,88192879,155052,80351,155068,423059031,154929,352623122
420,155976,1000,205568,176860889,205555,81818,205568,356428984,205394,356957873
420,75595,991,145919,83262252,145875,72664,145919,384642647,145785,348424019
420,32952,998,86831,36030486,86798,76332,86831,401625662,86752,355543840
420,67355,1000,138674,74232477,138667,72537,138674,396093083,138550,408362382
420,201611,997,216168,287494524,216143,72319,216168,356960977,215926,265049037
420,79166,999,155819,96541174,155747,78627,155819,327475789,155685,264757298
420,128203,996,181184,146071347,181138,76276,181184,322985324,181008,319555716
420,71092,998,138880,84541165,138871,76933,138880,379093109,138754,319199207
420,133661,998,185384,148162759,185325,72848,185384,461758951,185210,544735791
420,110509,999,170897,124974588,170830,74198,170897,413246142,170736,355428110
420,16702,1000,70984,18540660,70885,93149,70984,331199059,70925,305956264
420,191664,1000,217246,213519546,217246,73976,217246,438317584,217028,399887493
420,25553,1000,87884,28220127,87884,69225,87884,437464661,87809,356825157
420,114289,1000,181891,131603320,181869,77321,181891,379555805,181735,355438448
420,131051,998,188873,226510800,188827,72249,188873,339938048,188700,268812015
420,83270,1000,156951,106798378,156915,72005,156951,340193320,156819,269035796
420,5714,995,39318,6645267,39295,69158,39318,367171026,39285,360930586
420,58859,996,130770,64353311,130742,73438,130770,382506535,130657,357398475
420,179975,1000,205551,246153320,205551,75015,205551,340311264,205347,272877695
420,59337,1000,121753,76843851,121706,72542,121753,349415241,121659,275970108
420,175130,1000,210012,212085099,210012,97315,210012,326264634,209790,313427164
420,184556,1000,208647,205551533,208640,73764,208647,451062725,208421,359424501
420,186994,1000,214309,253461205,214273,79712,214309,339185597,214098,263559280
420,96504,998,157366,112054907,157333,82223,157366,333778514,157225,266284133
420,13311,998,61605,14350888,61578,69824,61605,338539321,61549,356618766
420,84173,1000,150339,140398320,150296,74875,150339,345180178,150205,273474499
420,76551,995,144527,100132480,144476,76012,144527,342926196,144394,271418809
420,113150,997,172315,141775548,172253,123964,172315,329757709,172156,260834393
420,94630,998,157229,111239576,157215,73348,157229,333983047,157089,255929745
420,127860,1000,187800,146627752,187789,75045,187800,323229572,187635,314522382
420,186671,997,215539,210911848,215535,81385,215539,449991920,215302,348194038
420,74832,997,146158,82698908,146144,75281,146158,390398659,146033,358255103
420,186377,998,207687,252369668,207687,73094,207687,334502217,207452,265297056
420,27087,995,87815,29854888,87788,69415,87815,348805917,87725,399039217
420,57853,999,129049,63333868,128999,75116,129049,431969614,128931,348608007
420,23714,999,78395,29550136,78335,75790,78395,392450805,78327,405227694
420,112628,999,177344,125955010,177319,73144,177344,404610335,177190,348483247
420,198276,1000,212187,269877136,212165,77527,212187,333663413,211963,327719356
420,182443,991,206209,207776694,206152,73902,206209,440479416,205986,499330606
420,107957,990,167864,119609480,167823,76485,167864,416332488,167703,370668407
420,182677,1000,204329,252490560,204322,73416,204329,338037000,204110,271777979
420,53530,999,124386,71429121,124386,83169,124386,344430823,124279,272132754
420,176093,1000,213433,211518199,213433,79027,213433,316300368,213208,317943089
420,182278,999,209180,205822980,209176,73714,209180,440624525,208942,414228042
420,136352,1000,184772,152922858,184770,89495,184772,403940010,184597,352851103
430,148106,999,213043,210956539,212950,73377,213043,344410799,212839,340635305
430,46678,1000,107671,52519396,107669,92726,107671,407036326,107584,339064842
430,203384,1000,220599,247116461,220599,88578,220599,466547846,220355,368329220
430,101438,998,169582,152474499,169582,75336,169582,349915281,169431,350161187
430,54854,1000,124451,65246973,124448,99075,124451,402559982,124340,347700474
430,108035,998,188865,130204119,188825,80966,188865,482513355,188704,369821765
430,191960,999,201636,258667533,201636,74651,201636,346168568,201406,351492093
430,32107,999,95844,35820833,95795,72917,95844,402282988,95766,353003445
430,33089,998,93022,37972786,92948,72050,93022,466969585,92946,422711305
430,85780,995,154862,97177165,154855,76184,154862,391210703,154729,336680559
430,45378,996,117708,51500473,117604,71568,117708,401195152,117616,342197982
430,84487,999,168137,98809573,168111,75351,168137,498333781,167988,372352877
430,69567,997,137265,81777072,137250,74828,137265,391175963,137154,363859282
430,83895,999,154284,98259603,154277,78602,154284,379243515,154148,417385574
430,115820,1000,180870,187149606,180800,74895,180870,388813486,180710,337547082
430,202903,1000,232902,235270662,232897,75978,232902,439397351,232655,375149454
430,115705,1000,186518,170297198,186471,79539,186518,343428172,186361,350234466
430,107281,999,174749,122531770,174724,76398,174749,515149759,174597,369802357
430,5190,998,37317,5835509,37255,69349,37317,338976899,37282,323297566
430,206585,1000,214117,357460890,214117,77143,214117,387631270,213893,285436744
430,61775,1000,130506,76224568,130433,76135,130506,344228157,130398,355096353
430,205199,997,213454,234992364,213454,75992,213454,436836997,213210,416959660
430,59930,1000,137244,67881376,137171,75070,137244,438591338,137122,372229169
430,124936,997,185246,180421638,185224,74951,185246,340852104,185084,334487666
430,102503,1000,176180,116032752,176162,74022,176180,578231220,176029,311649230
430,173354,996,209211,199000625,209181,79148,209211,353127378,209004,364624080
430,172169,998,195401,234062147,195389,78725,195401,407879882,195194,430623308
430,25059,1000,84268,27602487,84197,79385,84268,450440369,84194,373292790
430,106252,996,165649,119608537,165614,78780,165649,378600113,165505,369024687
430,135919,999,195574,194188068,195556,77480,195574,350856728,195400,424039608
430,16036,999,63951,17741091,63939,70726,63951,360838655,63891,286682245
430,117795,995,189355,138057838,189348,75386,189355,329771200,189186,320658310
430,128341,996,187453,145660343,187434,84171,187453,466142772,187263,380341258
430,178138,997,208550,241468699,208531,75227,208550,335942774,208335,324010881
430,216511,1000,216812,247991866,216812,82786,216812,437674545,216556,363640576
430,211737,999,225492,278651195,225492,98008,225492,388804734,225252,369551422
430,36039,1000,104498,40299555,104424,76265,104498,402363025,104415,427373191
430,32124,1000,98609,37548839,98506,71843,98609,455984628,98524,368737091
430,163236,998,214660,228551038,214654,75553,214660,353000262,214441,345608479
430,157743,996,209326,180802301,209264,75961,209326,455125723,209127,452785828
430,69600,998,136458,83082268,136394,78153,136458,438396982,136340,371705897
430,163911,1000,209177,227699779,209176,77109,209177,344544809,208977,343343655
430,99196,998,169409,112025231,169344,73863,169409,574602079,169266,310489397
430,130511,998,195482,148575412,195468,75447,195482,376111747,195295,366474718
430,122051,1000,183651,175671404,183589,75765,183651,348243173,183489,348857318
430,155916,999,200196,180138032,200158,78595,200196,538419219,199998,314980411
430,208767,1000,212701,277667865,212686,79126,212701,338894979,212470,331904126
430,210523,1000,220753,245051785,220753,80406,220753,431810160,220525,366170605
430,152366,999,206416,211906199,206397,75810,206416,337574024,206202,318031931
430,209782,1000,213713,408463842,213713,86059,213713,349466548,213480,283647587
430,39006,999,100715,49329986,100660,73583,100715,351486823,100623,281783932
430,138070,998,197552,160119117,197552,78801,197552,417325352,197371,365269124
430,89564,999,164118,100852395,164037,74804,164118,395097341,163970,372405014
430,127378,999,181628,184051989,181581,78201,181628,346322967,181457,281664411
430,88100,1000,154580,105150773,154540,79764,154580,347911056,154441,340532135
430,116488,998,183671,134383462,183635,74924,183671,474423858,183504,375098334
430,165107,999,212255,226356144,212235,74729,212255,344525531,212055,283168779
430,194104,1000,215383,225710202,215383,76247,215383,391164540,215132,370983140
430,160256,999,196499,224546849,196454,77608,196499,343607126,196308,279172450
430,14208,1000,62337,18380163,62237,91585,62337,365078326,62287,283992039
430,75492,997,152724,87881795,152689,74070,152724,338054666,152596,338300237
430,93063,1000,165959,106441986,165897,76601,165959,581857972,165816,316472610
430,109636,1000,183626,124730085,183565,86900,183626,388200743,183470,373512031
430,157725,1000,198243,218485636,198217,97480,198243,345246546,198053,345508204
430,120648,1000,182658,142467006,182619,74934,182658,565586572,182488,311952332
430,101928,997,176459,116644450,176446,73022,176459,387533958,176304,364975479
430,170777,999,194693,236095016,194649,86006,194693,333899011,194484,332165534
430,18231,998,73777,20825821,73752,79772,73777,416002048,73716,345076020
430,98929,1000,164860,111560179,164846,75416,164860,492002378,164711,370769768
430,131728,998,192546,152864731,192524,74994,192546,372640725,192377,369564246
430,108987,1000,171626,167274147,171600,77971,171626,351382020,171465,351693314
430,18456,997,76486,21618186,76476,134004,76486,403692598,76416,360866429
430,31564,1000,91332,36172979,91277,104103,91332,488517330,91253,423512507
430,13626,1000,59287,15032579,59284,76438,59287,402874541,59238,277444513
430,187539,995,212138,219890302,212132,94244,212138,393506288,211921,368077502
430,116843,997,186366,132985554,186260,74209,186366,383425195,186196,414336672
430,51994,996,123187,115130370,123080,76071,123187,405737029,123088,282154988
430,141911,998,194104,165993402,194104,76211,194104,338297451,193926,321731435
430,191930,1000,202698,333370969,202698,89338,202698,376142464,202470,293473881
430,182710,1000,218416,214650111,218410,78348,218416,407033335,218200,371070960
430,49115,1000,125266,55176003,125266,72532,125266,410028588,125160,428490857
430,84412,996,150380,94940536,150377,75555,150380,439185852,150257,373327797
430,46021,1000,121046,56719427,121041,109878,121046,389184237,120947,398641363
430,4403,998,33885,5079601,33590,73773,33885,447650514,33853,450669856
430,185339,1000,214991,275943767,214989,79216,214991,378367079,214779,317386648
430,13083,997,61908,14420932,61796,69362,61908,408800461,61855,360158213
430,14323,997,58931,19677303,58873,93286,58931,440413834,58878,350976791
430,112336,999,182713,128239324,182674,74608,182713,488376442,182540,380914283
430,213256,999,212985,283392262,212985,74541,212985,337449511,212752,342018137
430,130667,999,186183,149794241,186171,74903,186183,473977501,186014,369142564
430,117132,1000,185545,134059130,185462,73905,185545,379006031,185374,420703650
430,126182,996,195529,200160485,195459,85934,195529,379607647,195352,346591825
430,194684,999,213942,225296789,213942,89898,213942,444684151,213702,367922749
430,2808,997,28599,3060434,28537,67718,28599,401846867,28571,419217895
430,70274,999,129883,79011355,129844,76017,129883,427429076,129779,368756672
430,25056,1000,88942,28265547,88857,71135,88942,397943691,88865,364914283
430,17422,999,65462,19182463,65442,70886,65462,471564451,65403,313824744
430,99448,999,162988,152558758,162988,77188,162988,355189785,162841,276230916
430,141741,996,200394,164189408,200375,76580,200394,411481465,200207,381012179
430,84912,999,166694,102177815,166687,76556,166694,390003265,166547,372052566
440,169945,996,208502,240385066,208496,83876,208502,356012036,208287,349156220
440,37602,997,102000,43208152,101935,71770,102000,524524181,101913,394443135
440,196324,1000,227181,263135884,227161,76542,227181,354187508,226934,354392849
440,134453,1000,204918,158567834,204884,76064,204918,475960090,204723,388340558
440,186241,997,217959,280013148,217950,78632,217959,475332193,217736,386789965
440,227605,996,229097,303746293,229097,115069,229097,344139952,228860,332249821
440,33317,999,97964,38219695,97949,73984,97964,517604565,97873,450686339
440,104765,1000,177266,178374320,177250,77815,177266,401011068,177113,377842619
440,24811,999,84442,28603480,84420,74369,84442,423366993,84366,355528209
440,100037,998,169106,118322452,169100,79959,169106,580910850,168955,333541700
440,198952,1000,222569,267590076,222561,79100,222569,442760281,222329,410886537
440,94906,1000,171021,123089014,171005,88059,171021,404860804,170876,387996645
440,90869,1000,166417,160694867,166363,74864,166417,369594058,166278,355981899
440,210395,1000,217290,364542720,217290,76889,217290,384957015,217053,378014861
440,46865,999,118450,54974809,118392,82941,118450,412786989,118344,350169931
440,56478,997,124651,64340868,124617,75836,124651,607680343,124550,336267550
440,127801,998,189195,187945782,189147,81783,189195,372296952,189033,362148471
440,92465,998,170420,106787951,170407,76086,170420,505416445,170288,449640884
440,167273,998,212542,257161565,212508,78709,212542,384018805,212340,352995862
440,172731,1000,213323,202200204,213320,82059,213323,466678379,213105,390257649
440,118365,1000,181830,177270803,181758,77459,181830,354474459,181664,341947754
440,66491,994,135283,76676445,135277,81173,135283,508347502,135168,386994712
440,108694,998,174693,158874634,174688,78952,174693,363034045,174535,366289345
440,189486,1000,217447,226528095,217441,90820,217447,466322707,217228,391027313
440,150521,1000,212636,226222285,212619,79393,212636,476620403,212442,384704417
440,2445,999,30287,2564095,30251,69960,30287,422052890,30265,383959627
440,196038,997,228815,261949782,228807,75692,228815,363557315,228578,346572939
440,159274,997,204407,188230358,204402,78749,204407,464922581,204212,506545358
440,40770,998,96703,47220178,96696,72710,96703,421497682,96625,352643150
440,33923,994,95250,38839516,95232,71438,95250,417885387,95169,361336881
440,116738,997,182172,144203470,182137,109919,182172,503915333,182012,404151195
440,168672,1000,205453,243066387,205439,78418,205453,432661159,205232,455590228
440,194419,1000,221373,290256006,221367,81007,221373,401689300,221137,337252191
440,181023,999,204514,324123987,204514,78512,204514,397711044,204294,366267387
440,179234,999,219512,219808714,219462,81476,219512,473031488,219292,431833041
440,13758,993,57589,15392386,57550,75692,57589,474039315,57529,389453305
440,167396,1000,207544,227231025,207531,77897,207544,423588598,207328,385088404
440,217610,997,215921,320273023,215921,98656,215921,482151983,215678,383361882
440,75333,999,150800,87680849,150733,84254,150800,398493215,150670,392560117
440,95127,1000,154982,144795184,154979,77835,154982,361997596,154843,350075563
440,116215,1000,183783,141292916,183713,78782,183783,501190226,183621,397807557
440,15630,996,69546,17997961,69541,89446,69546,416391307,69492,388654025
440,83051,997,163146,128675678,163068,76576,163146,358665100,163006,361161999
440,188517,998,218156,226821264,218156,83719,218156,531498178,217935,336136877
440,47186,1000,121582,85753614,121467,79617,121582,363097288,121482,372093270
440,108995,995,180119,127058092,180079,78275,180119,497924057,179974,395661154
440,164762,1000,209936,255672528,209903,78031,209936,364209704,209740,359268845
440,54538,999,132413,62609843,132376,76265,132413,509651851,132300,391919897
440,177329,1000,217887,241947083,217852,76359,217887,354170545,217667,345376026
440,191940,1000,225590,390731253,225571,77785,225590,365055394,225353,371784800
440,37097,999,109331,42997654,109329,95699,109331,424045106,109247,357075329
440,208641,1000,214823,358245912,214814,92295,214823,379310094,214581,374679937
440,212189,998,207488,254936539,207484,77596,207488,453049219,207241,388065894
440,21536,999,76654,55904572,76566,74779,76654,368673116,76589,371957093
440,68639,997,140238,80923883,140219,84027,140238,403442296,140111,338388808
440,111754,999,183618,134752315,183549,80254,183618,569123378,183450,340171588
440,59784,998,131174,104659519,131144,75554,131174,358562208,131065,365109603
440,7326,995,46009,8168848,45946,70750,46009,427474776,45966,361900906
440,63083,995,140242,72361614,140186,76002,140242,598660440,140127,330047473
440,199736,998,233020,267933202,233020,82193,233020,351928285,232784,340461764
440,33032,1000,104563,38025055,104563,71697,104563,530316548,104471,457857073
440,115470,999,181025,136586293,180972,84062,181025,435671660,180865,385865870
440,189274,997,217526,260636220,217510,81933,217526,409840346,217293,386601434
440,149106,1000,203376,231895747,203376,85722,203376,371772475,203177,357797906
440,106971,998,173692,126098146,173692,86701,173692,499038507,173541,386924716
440,73467,996,144826,116584389,144796,81384,144826,371141780,144701,364670030
440,20568,1000,83761,23118572,83724,72325,83761,477604781,83690,444133649
440,212199,998,224949,359683783,224941,76854,224949,388047606,224703,373562974
440,129938,1000,193661,155901406,193659,83062,193661,570783617,193486,330530832
440,77143,997,147136,90748394,147129,75836,147136,390674639,146994,391820873
440,199783,998,216727,265196959,216727,77473,216727,400431080,216492,384983414
440,98432,999,173060,171307398,173050,79484,173060,371436607,172900,365158505
440,182991,999,213685,214433956,213685,80905,213685,459883690,213474,388763043
440,32997,999,94937,69221476,94852,74800,94937,366992136,94859,372461536
440,99431,992,168997,115622679,168945,77225,168997,499602624,168863,386666661
440,57188,1000,135300,65545228,135200,76982,135300,399199438,135189,384609678
440,34080,1000,105550,39200745,105495,72256,105550,399028125,105462,585138262
440,49918,998,130115,57039833,130109,84871,130115,360092218,130003,349926475
440,84610,993,155130,100527800,155094,100232,155130,503952930,155007,396735575
440,106811,1000,181177,189729496,181163,76502,181177,363288324,181011,370922652
440,117782,1000,176663,137241485,176601,78074,176663,491603584,176506,384928317
440,103634,1000,180625,120194380,180625,75833,180625,380509572,180462,479906001
440,109252,1000,184780,127769180,184720,77402,184780,493810456,184625,384565129
440,135948,1000,194471,158198962,194450,76261,194471,382842130,194292,596994629
440,215017,1000,215384,256960248,215384,78544,215384,390525857,215128,383154847
440,6896,1000,46040,9615272,45948,108311,46040,418310586,45998,391489288
440,131028,1000,195615,196934360,195594,77777,195615,476400457,195422,385311425
440,107441,999,175870,129104086,175830,82107,175870,385980400,175720,500460613
440,168252,999,206701,203121674,206700,79952,206701,482171976,206500,383773345
440,24224,998,81208,31127557,81150,95611,81208,412740013,81137,383659330
440,219690,993,224387,307036008,224387,111792,224387,412524493,224141,448524407
440,164202,995,208300,250820737,208281,80965,208300,406443846,208090,341673454
440,85787,1000,164544,100458349,164537,75641,164544,495716482,164409,387378984
440,113929,999,175386,194357374,175378,79040,175386,364422886,175228,367957961
440,179984,1000,205530,215557851,205530,82092,205530,459853601,205304,384794946
440,187586,994,219129,256543043,219088,77590,219129,417057060,218901,438608016
440,66517,994,139658,78349686,139611,78249,139658,455373483,139533,382754339
440,73165,999,148018,119142492,148001,78952,148018,350481242,147900,343588001
440,131734,998,196898,156419770,196818,76032,196898,572229583,196726,338225437
440,61072,1000,135711,102712879,135711,75870,135711,360853751,135586,360087478
450,100124,1000,172476,119052221,172436,78462,172476,519680931,172343,410930661
450,212642,1000,226379,311332017,226359,82746,226379,492450478,226175,410735784
450,121870,1000,185313,176323070,185308,78758,185313,375460347,185166,358561803
450,162502,998,209005,309784543,208979,77311,209005,405788224,208798,373025901
450,113152,997,173438,140114511,173409,79447,173438,492033036,173283,518206322
450,41941,998,114041,54306899,114001,80964,114041,423130248,113947,366170339
450,157019,1000,202621,345712269,202596,88881,202621,386415099,202451,384260856
450,30940,1000,88713,35487000,88692,75927,88713,535122620,88644,412380191
450,190426,1000,218917,265433216,218889,82223,218917,571970596,218723,355077452
450,166130,997,223499,227889854,223464,79885,223499,373693588,223312,369997622
450,195831,1000,232463,345040698,232440,80680,232463,402832700,232252,375030758
450,44693,999,114541,52486869,114541,77393,114541,629185168,114444,352157309
450,167471,1000,214538,226345297,214518,77136,214538,447230657,214365,415892621
450,159055,999,206621,220446376,206572,79850,206621,372244101,206433,358581095
450,219340,999,218521,377651514,218520,81639,218521,498776422,218269,403221767
450,38224,1000,106500,44996995,106487,109389,106500,422242175,106423,408725115
450,204743,996,221005,278053806,220992,79801,221005,408657143,220766,447322636
450,18812,998,70452,75920892,70384,83212,70452,435079041,70384,384913194
450,98848,996,174350,119167732,174298,80291,174350,509080888,174207,401949226
450,67791,1000,138147,125886326,138129,84008,138147,387047142,138044,370488273
450,140995,997,194485,167841571,194465,78893,194485,484730777,194298,529399833
450,113184,1000,174906,137409985,174862,82516,174906,508097411,174770,402556018
450,96931,999,175800,140679554,175774,80869,175800,383279800,175661,364082893
450,125151,1000,197227,154031346,197198,82467,197227,495326554,197075,610634921
450,157048,997,209463,195451259,209455,78305,209463,422863696,209268,406561720
450,134567,999,202988,188060274,202988,81341,202988,450440664,202805,464940977
450,113602,1000,180080,195183451,180071,80117,180080,422361946,179950,374752792
450,1512,1000,22309,1555850,22159,80404,22309,558733432,22293,478247556
450,175221,1000,215512,266488075,215512,81082,215512,400005162,215324,366536888
450,17365,999,75156,20695760,75080,76494,75156,541125959,75088,461844131
450,18060,1000,67582,20832406,67513,73149,67582,482650462,67530,521364240
450,55325,992,127065,66222375,126940,85181,127065,470894365,126957,468681520
450,82500,1000,155927,97986606,155927,83005,155927,510262890,155817,507482467
450,220234,1000,219684,263710394,219684,79234,219684,456176116,219470,526764087
450,29579,996,97160,34572804,97101,81548,97160,481610568,97080,465185168
450,9073,997,57174,10212294,57163,72615,57174,549907177,57133,473789789
450,116312,999,192908,194535535,192897,82175,192908,412142443,192750,355902999
450,27621,1000,87977,32394128,87925,74687,87977,536934001,87917,463157914
450,71605,999,142717,143196256,142641,80603,142717,428651767,142599,374429252
450,138700,997,202680,165365437,202674,79462,202680,491267285,202499,607172652
450,127621,1000,191198,152510141,191185,78944,191198,443617203,191036,404195429
450,139424,998,200665,198651913,200631,82024,200665,373181925,200495,351556487
450,179003,1000,223726,328453183,223703,81705,223726,460336162,223527,464184881
450,15779,996,68542,18670825,68473,74926,68542,543707400,68486,462380486
450,100849,999,171669,180769307,171656,78268,171669,415722634,171526,375015895
450,204624,998,221944,360452778,221930,90692,221944,399170930,221713,374647367
450,219343,1000,213509,380138328,213509,80768,213509,394333629,213285,435363868
450,14878,1000,63691,17757530,63644,73902,63691,493384313,63640,419120645
450,221129,997,225155,300488816,225144,79420,225155,435387805,224915,474485926
450,106066,993,177777,181475165,177729,79319,177777,419030927,177626,367603893
450,19759,997,75920,22741957,75920,72935,75920,537293291,75856,478789034
450,180184,999,219976,271925972,219976,79145,219976,488384756,219760,405631267
450,157086,999,204876,215373052,204849,78727,204876,371751802,204672,360946817
450,99748,998,177420,123077840,177414,78371,177420,582493841,177280,459965964
450,58627,999,131231,68351301,131173,77542,131231,536753059,131114,471816545
450,188787,998,213919,284674151,213905,79097,213919,408969321,213710,351210788
450,55663,998,120493,65436919,120415,80942,120493,531509212,120383,402666578
450,74240,1000,145276,130381968,145233,79365,145276,382172739,145168,375633528
450,72543,1000,143284,86444281,143242,77827,143284,531343121,143177,413516066
450,138013,1000,202627,194076859,202549,80111,202627,451202919,202475,462260181
450,32697,1000,95497,38714097,95497,73599,95497,479834333,95426,522038802
450,75405,996,143468,89116692,143391,78938,143468,530090254,143348,401731709
450,140385,998,198171,196172735,198142,79135,198171,380188345,197998,371662696
450,32327,1000,104752,37630722,104719,75726,104752,546465403,104673,465766726
450,195508,1000,223363,297925440,223363,78782,223363,478524637,223161,408996383
450,175153,1000,211585,237675691,211575,78850,211585,462603227,211393,468533293
450,49985,1000,124600,58672923,124591,78016,124600,472202364,124501,519361021
450,187741,1000,216906,227556059,216906,79631,216906,478130820,216694,410510462
450,22631,998,88459,51444636,88459,75542,88459,378062819,88388,388706455
450,123309,1000,194617,147957727,194578,77966,194617,493028531,194471,503703686
450,132935,999,195072,158382804,194998,78040,195072,497209684,194894,406772082
450,223760,1000,224018,297112214,224018,80334,224018,433145525,223793,455532624
450,120908,999,182903,203622598,182799,81891,182903,419820648,182748,356226288
450,107915,999,180159,130793237,180102,82748,180159,505685113,180009,603446879
450,200090,998,226177,246542875,226177,84466,226177,411008774,225948,522967132
450,63453,997,136648,74954458,136622,96130,136648,522424544,136532,402720581
450,76281,999,144016,91518895,143999,80868,144016,389503296,143892,516564970
450,143136,998,198491,174026105,198452,80531,198491,500524378,198308,404617555
