n,Budget,MaxValue,MaxValueDP,MaxValueDP Running Time,2-Approximation,2-Approximation Running Time,MinCostDP,MinCostDP Running Time,FPTAS,FPTAS Running Time
150,48263,994,67754,20769901,67754,33656,67754,39326198,67552,11489374
150,39433,989,62690,18787717,62594,44559,62690,39680369,62531,11920633
150,21566,999,45737,9726843,45628,64196,45737,37696967,45621,11389624
150,22873,1000,47630,9552122,47594,57698,47630,39967336,47533,12479479
150,32270,985,55369,15608261,55355,46032,55369,35453309,55219,10663748
150,2131,990,12737,1033055,12737,30873,12737,36985343,12701,10614347
150,45593,1000,71099,18944828,71050,31107,71099,37774952,70930,10886125
150,49504,992,72755,21082291,72749,32692,72755,36911492,72571,11113596
150,19740,1000,43963,8016773,43948,32715,43963,36905400,43863,10993450
150,22237,988,50720,9308919,50613,31484,50720,36880470,50615,11038695
150,60094,997,72459,24949661,72459,32703,72459,40665319,72259,11240807
150,44665,993,68274,19471812,68274,31947,68274,40044934,68106,11050840
150,71725,996,76111,29874703,76103,33032,76111,52300340,75885,11525789
150,39866,996,61369,18506320,61369,34397,61369,38261094,61194,11187451
150,11129,1000,36045,4538748,35845,34556,36045,40462614,35973,11078683
150,29377,992,57560,12060747,57560,32747,57560,39024333,57433,11116579
150,30954,988,51783,12525765,51783,30190,51783,37708028,51652,10985428
150,8364,991,29647,3761279,29572,29359,29647,39057853,29574,11375294
150,19390,999,46606,8147797,46590,30626,46606,38754939,46486,11165833
150,33639,998,54342,14248264,54341,31756,54342,37045235,54214,10418470
150,67422,996,75191,28495111,75191,46955,75191,36486346,74955,10800392
150,53576,998,73514,28190193,73488,31827,73514,38363538,73313,14092066
150,15461,980,41963,6619686,41910,30902,41963,37014353,41868,10963114
150,32491,985,59361,13810345,59361,31581,59361,41656258,59221,13021899
150,31607,973,54848,12910063,54840,42177,54848,37052875,54692,10566763
150,26848,970,54829,10827860,54810,31656,54829,39918917,54704,11196291
150,54360,984,70079,23686587,70056,32163,70079,39163709,69890,11055673
150,14406,998,38806,6337543,38789,29516,38806,38954511,38709,10967085
150,29487,985,55940,13605789,55841,56344,55940,38382619,55796,11494879
150,33049,997,59085,13898857,59039,30952,59085,42559678,58926,10620661
150,26985,1000,56077,11051629,56077,29923,56077,40008881,55966,12848682
150,9884,988,28498,4007363,28473,28923,28498,54316565,28431,10894762
150,58934,998,71627,24024467,71627,30148,71627,40072257,71450,10808392
150,8224,996,27506,3471536,27442,30717,27506,37301919,27439,10848503
150,11333,999,35623,4709142,35599,29654,35623,38389901,35524,10624276
150,7238,999,26619,3054140,26487,29596,26619,40364594,26550,10713591
150,47454,979,63868,21832480,63773,32574,63868,35439285,63700,10393347
150,18350,999,47036,7588240,46968,32460,47036,40065471,46929,12659751
150,38228,995,62661,18821767,62640,40433,62661,39838169,62515,11978044
150,46866,999,70273,23263733,70273,33731,70273,37671891,70086,10424187
150,36094,998,56913,15176670,56913,29614,56913,36542478,56749,12318223
150,19090,1000,41628,9027049,41592,28462,41628,41862212,41553,14640139
150,38285,996,66408,17923840,66331,51660,66408,36540064,66263,10998616
150,54161,1000,65211,24319890,65194,44968,65211,37408408,65033,10674773
150,51253,997,64305,23580498,64248,42709,64305,36881003,64133,11949219
150,60186,977,75288,24767917,75202,58449,75288,38057752,75075,10472512
150,50182,1000,68815,23067158,68815,61808,68815,44965923,68663,11706338
150,8744,1000,29693,3722274,29623,32510,29693,41645869,29626,10938350
150,54739,998,64248,22810988,64219,39431,64248,41227493,64064,11356961
150,71152,990,70308,30728919,70308,50593,70308,39120208,70068,12149221
150,79105,987,73197,35488221,73197,32216,73197,37423789,72952,12639789
150,29754,999,57620,12006512,57620,30060,57620,39486149,57485,10804262
150,45009,996,64283,18184178,64283,29443,64283,40330349,64125,11183230
150,3139,985,20267,1213412,20077,27855,20267,36018180,20225,10581143
150,42096,998,63421,17089745,63413,28852,63421,40557082,63239,10895293
150,4085,999,23516,1558271,23332,51830,23516,38733983,23466,10467858
150,28782,986,54494,11595797,54444,59393,54494,36558395,54368,10936747
150,39077,980,56727,17337066,56703,29653,56727,41018814,56578,11199872
150,26362,998,51435,11091983,51435,31018,51435,37615342,51307,14552916
150,9583,999,29793,4168883,29793,30659,29793,47079163,29713,10658080
150,69033,980,77366,31275218,77362,30357,77366,38040310,77152,11243066
150,75262,999,81402,31026719,81402,47254,81402,40305636,81155,13373572
150,70224,998,73574,30021703,73574,31469,73574,38835528,73349,11189146
150,17767,990,40841,7025912,40789,27986,40841,42302363,40751,10572227
150,21137,999,55540,8825673,55540,29674,55540,43037108,55414,11163795
150,56032,988,66877,26703177,66824,32753,66877,39219941,66663,12392655
150,53989,998,75263,22479490,75263,29931,75263,41138645,75082,11338305
150,66413,978,71753,28502479,71730,30338,71753,38904082,71547,11309286
150,35087,997,53366,15983872,53310,31229,53366,42711159,53226,11979478
150,64621,982,77822,27999124,77801,40356,77822,38821273,77600,11334312
160,56705,993,74632,26645409,74613,31791,74632,40445195,74440,13794814
160,18355,988,41380,8098545,41340,32345,41380,55499264,41304,21239886
160,51320,997,74256,31045923,74240,43451,74256,45253597,74083,14185704
160,21085,986,47763,9323502,47660,33179,47763,44504785,47657,13846300
160,15256,993,36621,6493774,36503,30494,36621,47141691,36533,13738998
160,83912,999,82897,40902961,82897,49983,82897,44570601,82651,13387619
160,78900,993,73392,39305082,73381,39423,73392,43523692,73162,13411924
160,57522,1000,76925,30829934,76913,42210,76925,43686427,76743,14157799
160,59042,999,75535,27649523,75489,31933,75535,45186602,75324,16427292
160,30141,994,58597,13326283,58511,31176,58597,43377132,58468,16264850
160,67441,994,76923,32173099,76923,34685,76923,44256978,76721,13518451
160,42009,999,64707,18884523,64671,31412,64707,43257775,64544,13424671
160,7523,999,29185,3301913,29082,29904,29185,42598458,29117,13550908
160,79803,992,82888,38439835,82888,30273,82888,55980793,82667,14955316
160,8093,996,27717,4000902,27709,34717,27717,44049634,27657,13864426
160,24236,999,50695,10859667,50695,31159,50695,43701187,50586,14601284
160,1050,1000,12530,436983,12530,31386,12530,45649681,12496,16042176
160,60906,999,78155,31503148,78128,41741,78155,44457122,77931,14018507
160,7517,997,25897,3561456,25871,28945,25897,44035571,25847,13704896
160,71284,996,78699,33758035,78667,34112,78699,43181152,78466,13227189
160,47400,991,64319,20460020,64257,30334,64319,43294182,64157,13375821
160,72565,999,73680,33699387,73680,33797,73680,53604055,73445,13049974
160,62266,999,83858,28973322,83841,44363,83858,43452385,83641,14310395
160,41817,991,69689,19106307,69638,52721,69689,45159021,69534,13636162
160,27783,981,52193,12586756,52191,33462,52193,44449086,52088,15402469
160,63816,998,76218,32593459,76193,73537,76218,44228488,75994,13971195
160,36089,984,56907,16455584,56907,48044,56907,50837387,56767,13250790
160,6938,1000,28817,3154691,28702,28453,28817,45750994,28759,14157827
160,75362,990,75720,35172281,75720,42830,75720,45250625,75490,14528113
160,3592,989,21315,1669160,21046,68850,21315,44594154,21272,13348791
160,15358,992,40245,6697467,40241,46748,40245,44430081,40148,12911153
160,59460,993,70187,27162043,70167,48338,70187,42621713,69990,13299136
160,1872,980,15319,736855,15319,39048,15319,49103424,15278,15102038
160,30612,994,54081,14005262,54032,41314,54081,45273120,53955,13743396
160,67002,999,71613,31392292,71560,30873,71613,45101519,71400,13275891
160,5683,998,24809,2342778,24752,26662,24809,48777524,24756,12671456
160,11210,998,33121,4836355,33049,27819,33121,44352824,33052,13116176
160,74966,1000,78793,35699360,78788,31166,78793,47535007,78568,13278999
160,69105,985,79053,32481334,79034,33908,79053,43759725,78824,15530309
160,3979,1000,16144,1778052,16083,29612,16144,45985030,16106,16577339
160,68777,988,79272,34092306,79272,37576,79272,43028832,79058,15599693
160,29876,982,49683,12536852,49533,28992,49683,43546373,49566,13758045
160,51101,991,73197,27999571,73104,36437,73197,45871369,73027,12622359
160,3553,984,20094,1433430,20094,26277,20094,39767382,20045,16135676
160,75838,1000,81150,38324770,81150,30749,81150,44945714,80918,14241933
160,3536,995,15894,1669674,15884,30269,15894,41739310,15854,12941959
160,56288,990,72915,29284322,72877,33178,72915,42611650,72734,16040035
160,52570,998,77119,27335139,77055,29999,77119,45689029,76923,14447185
160,77144,998,84716,33810022,84716,30946,84716,42249677,84477,17158722
160,43908,1000,68987,19215893,68927,29858,68987,43344784,68831,14318929
160,56111,1000,76725,24261635,76700,29417,76725,40663784,76553,15026053
160,49325,999,72331,31713463,72312,35928,72331,39516990,72162,17344097
160,1734,992,13915,658486,13915,26733,13915,45582884,13881,15084555
160,46246,992,66273,21831652,66273,34624,66273,45234493,66119,14950594
160,44394,994,62430,21312984,62378,30950,62430,43016278,62270,14308400
160,47078,991,71165,22790725,71098,30337,71165,41849054,71005,15399848
160,45806,998,76356,23225306,76329,34650,76356,39355676,76175,16446620
160,25820,993,53000,13235534,52988,39689,53000,53887773,52883,14522994
160,68992,995,79608,32828988,79581,31841,79608,43649317,79391,13284541
160,16868,997,46521,7235377,46493,29877,46521,43615713,46425,13958954
160,18948,994,41923,8515081,41923,31896,41923,46886467,41825,14522196
160,55269,994,74495,25199265,74491,30343,74495,45761561,74292,15874756
160,1510,999,13971,611902,13971,27879,13971,43942880,13939,14120766
160,49025,999,70381,22641292,70279,39032,70381,43394009,70217,13575361
160,27706,998,58294,12281476,58199,30805,58294,78092237,58161,15053685
160,11609,972,34855,4995387,34769,30324,34855,39861699,34770,13610515
160,76445,1000,85012,33868918,85012,33420,85012,44111540,84768,14081692
160,8336,1000,23716,3958917,23697,29543,23716,44076898,23650,15238440
160,57240,982,76561,25164142,76561,30520,76561,44704906,76338,15772167
160,13514,985,37244,6097260,37051,29817,37244,42758144,37152,15984867
160,66464,994,74875,30881839,74868,36532,74875,44294363,74649,13340151
160,9264,977,24382,3991048,24338,28063,24382,43368378,24330,15808197
160,30242,998,60786,16090390,60748,32451,60786,48745620,60675,13859769
160,63038,995,83280,31109349,83280,31157,83280,40828956,83063,14316219
160,26382,995,49231,11960173,49155,30285,49231,42642548,49112,13710836
160,73737,993,81370,33788983,81370,31899,81370,43070894,81140,15526356
160,61723,992,80035,27456187,79984,38264,80035,44180577,79843,17441509
160,77511,1000,86915,36006135,86902,30860,86915,42544302,86681,13726865
160,48260,990,70779,22111524,70736,31472,70779,41885161,70602,14788338
160,30128,986,51914,13502421,51847,34175,51914,47961553,51771,13285074
160,2106,987,13445,844520,13382,36770,13445,42214225,13410,13456567
160,8681,998,28412,5353463,28309,39633,28412,46527642,28343,12969305
160,65813,999,77829,28337861,77797,30294,77829,45398377,77612,16617322
160,10478,999,35738,5341072,35673,39967,35738,45825863,35667,13981622
160,35366,983,59153,17285645,59019,29720,59153,42635193,59007,13394325
160,17936,998,41415,7893849,41415,29698,41415,41376681,41307,13128626
160,53641,994,74964,22984058,74959,30251,74964,40383826,74782,13017848
160,49843,992,75975,24417838,75939,43080,75975,41552386,75804,14390401
160,60949,996,74723,27666667,74713,30309,74723,41295049,74531,13715739
160,15643,986,38742,6552967,38590,31296,38742,40609619,38657,13235868
160,45644,994,66002,19811582,66002,36997,66002,40307978,65843,12797048
160,53200,1000,71776,23563787,71708,28425,71776,43324264,71609,13277643
160,74596,993,82204,32006573,82195,31876,82204,43858937,81953,12741332
160,8248,1000,31974,3336631,31966,26415,31974,42661250,31900,17286018
160,10751,999,36704,4816214,36657,28760,36704,59345996,36613,12604584
160,65673,1000,78771,41068613,78764,51301,78771,57700138,78581,16913465
160,26836,998,52731,13374965,52636,37105,52731,44218856,52600,14822082
160,63099,992,70529,28477208,70529,39684,70529,47154026,70320,13780127
160,17654,996,48600,7566772,48545,29360,48600,45976442,48492,16406700
160,21995,997,47215,9824898,47167,29991,47215,46129885,47114,13942027
170,40424,997,60045,19141088,60005,30901,60045,47853216,59913,17731720
170,74075,997,84442,36753240,84415,35697,84442,48242593,84217,19723908
170,52873,1000,80546,23951078,80489,31826,80546,48518826,80373,15917342
170,53020,997,80473,28611715,80473,35330,80473,46842459,80302,17521691
170,23164,993,52364,11647112,52346,29750,52364,48244200,52263,18182487
170,47703,998,72871,24065211,72832,45914,72871,52329798,72721,16015050
170,4584,1000,21150,2258210,21150,51934,21150,51483310,21108,18673211
170,2280,996,14656,1261222,14606,37720,14656,49699706,14617,19846209
170,36144,1000,61660,18550389,61640,128521,61660,56301075,61517,20340970
170,59072,1000,73194,27746645,73136,66876,73194,52359854,72994,16113641
170,64291,998,78988,30473148,78957,53142,78988,47719411,78792,18451186
170,62596,999,85481,30909865,85420,83926,85481,48021350,85270,17744053
170,60789,991,83805,29046802,83784,78561,83805,48514776,83602,17704537
170,36366,993,64010,17226344,63960,34828,64010,49413498,63870,16669047
170,84221,999,92594,43989146,92576,52372,92594,55276981,92363,16148780
170,40793,993,69903,19083168,69903,35028,69903,50590619,69761,17218788
170,79594,1000,78942,37972744,78938,33668,78942,50333964,78720,19815547
170,73952,1000,82113,40713897,82094,37869,82113,43661242,81891,20073514
170,3735,1000,18918,1672924,18880,34313,18918,51126310,18882,16011702
170,23082,997,50120,10767549,50108,34005,50120,49945628,50020,19554757
170,69824,987,88150,34754237,88102,51646,88150,49648697,87935,24275310
170,53556,997,76207,27413934,76207,56115,76207,50043425,76027,17247364
170,48655,993,74406,23438284,74277,37073,74406,49372948,74244,16091199
170,22196,995,48829,12817603,48787,42250,48829,52439876,48716,16460854
170,20748,995,49227,9757473,49224,34147,49227,51273555,49112,17468127
170,80026,997,88931,42123564,88931,43038,88931,48631691,88689,15859671
170,39608,993,70398,18298659,70369,34154,70398,49991332,70251,16388010
170,74680,991,83598,41509911,83598,35873,83598,50253170,83380,15906876
170,70199,999,86820,31770836,86748,35574,86820,50577332,86607,16087006
170,56862,999,71170,26313680,71136,34630,71170,49407060,70984,15951463
170,16682,1000,38771,8588697,38721,45937,38771,53092979,38688,15954750
170,1377,986,9767,614276,9767,31470,9767,44837062,9746,15903653
170,55672,998,76386,26013312,76378,34075,76386,50472940,76206,16237876
170,69749,988,83676,33505289,83619,80711,83676,58742513,83491,18505043
170,30582,1000,60600,13982875,60586,38857,60600,51656314,60464,15657486
170,35181,997,60309,15730315,60309,34098,60309,46041241,60168,15534234
170,79420,990,90245,43019950,90240,35360,90245,47388572,90017,16385217
170,2899,999,17472,1410103,17312,36560,17472,48893157,17432,23962341
170,38586,997,61637,18371329,61580,36662,61637,50516202,61497,17588652
170,85077,976,83824,40452353,83824,36305,83824,75348331,83591,15402562
170,74424,986,82766,39456230,82761,39259,82766,47626166,82534,15768698
170,4309,990,21174,1876869,20987,32341,21174,48015390,21127,16364386
170,8597,991,32809,3868788,32783,51479,32809,52049806,32746,18322392
170,4090,990,19704,2286296,19704,48694,19704,49058227,19666,17056575
170,72016,990,86071,35815886,86033,49960,86071,50543504,85850,15991742
170,52337,997,75230,28400340,75198,35950,75230,49019438,75065,15919184
170,55943,986,82159,25291872,82140,36810,82159,46877318,81980,15689258
170,36488,995,64218,16663403,64210,33581,64218,49481990,64077,16592212
170,43666,985,71329,20376620,71289,43480,71329,51587973,71172,16385829
170,23677,996,55444,10918991,55328,36172,55444,49906603,55327,16107023
170,63905,999,81763,29316515,81747,35952,81763,49195867,81583,16075975
170,33712,998,64750,16048115,64750,42065,64750,52888311,64611,16720828
170,16684,992,50586,7916160,50476,55978,50586,50909847,50486,17072754
170,50761,997,74597,23459635,74597,71305,74597,48050017,74431,19549552
170,82068,993,78146,38615614,78146,72424,78146,54528245,77909,17098294
170,72472,995,77532,33876631,77490,34921,77532,48270574,77334,19158769
170,61970,997,77313,29283485,77313,36252,77313,49201133,77109,17202830
170,41294,998,66479,19991346,66478,44766,66479,47779110,66340,18219095
170,76703,987,77366,40294393,77341,49803,77366,57878750,77125,17048127
170,43465,1000,65486,22158797,65411,82110,65486,48184089,65329,16590839
170,49046,999,71791,26668746,71767,38071,71791,47557045,71634,16484503
170,61401,998,75880,31524931,75880,34520,75880,48535347,75701,17054194
170,24612,999,53893,12355501,53893,35640,53893,52284448,53775,16995600
170,9336,997,34261,4462742,34190,36394,34261,53239050,34188,19012855
170,5196,991,23841,2277511,23841,32378,23841,51211262,23778,18500348
